,Parcel ID,Property address
7783,447-27-102,"1662 Glenville Dr San Jose, CA 95124"
7784,447-27-103,"1660 Glenville Dr San Jose, CA 95124"
7785,447-27-104,"1658 Glenville Dr San Jose, CA 95124"
7786,447-27-105,"1654 Glenville Dr San Jose, CA 95124"
7787,447-27-106,"1650 Glenville Dr San Jose, CA 95124"
7788,447-27-107,"1646 Glenville Dr San Jose, CA 95124"
7789,447-27-113,"1639 Jacob Av San Jose, CA 95124"
7790,447-27-115,"1647 Jacob Av San Jose, CA 95124"
7791,447-27-116,"1651 Jacob Av San Jose, CA 95124"
7792,447-27-118,"1657 Jacob Av San Jose, CA 95124"
7793,447-27-119,"1661 Jacob Av San Jose, CA 95124"
7794,447-27-120,"1663 Jacob Av San Jose, CA 95124"
7795,447-27-122,"1671 Jacob Av San Jose, CA 95124"
7796,447-27-129,"3802 Kirk Rd San Jose, CA 95124"
7797,447-27-130,"3782 Kirk Rd San Jose, CA 95124"
7798,447-27-131,"3764 Kirk Rd San Jose, CA 95124"
7799,447-27-132,"3744 Kirk Rd San Jose, CA 95124"
7800,447-27-133,"3724 Kirk Rd San Jose, CA 95124"
7801,447-27-134,"3706 Kirk Rd San Jose, CA 95124"
7802,447-27-135,"3686 Kirk Rd San Jose, CA 95124"
7803,447-27-138,"3628 Kirk Rd San Jose, CA 95124"
7804,447-27-139,"3608 Kirk Rd San Jose, CA 95124"
7805,447-28-001,"3605 Kirk Rd San Jose, CA 95124"
7806,447-28-002,"3625 Kirk Rd San Jose, CA 95124"
7807,447-28-003,"3645 Kirk Rd San Jose, CA 95124"
7808,447-28-004,"3665 Kirk Rd San Jose, CA 95124"
7809,447-28-005,"3685 Kirk Rd San Jose, CA 95124"
7810,447-28-010,"3787 Kirk Rd San Jose, CA 95124"
7811,447-28-013,"3847 Kirk Rd San Jose, CA 95124"
7812,447-28-014,"3850 Gavota Av San Jose, CA 95124"
7813,447-27-031,"3871 Meridian Av San Jose, CA 95124"
7814,447-28-017,"3792 Gavota Av San Jose, CA 95124"
7815,447-28-018,"3772 Gavota Av San Jose, CA 95124"
7816,447-28-019,"3752 Gavota Av San Jose, CA 95124"
7817,447-28-022,"3694 Gavota Av San Jose, CA 95124"
7818,447-28-024,"3656 Gavota Av San Jose, CA 95124"
7819,447-19-029,"1561 Shaw Dr San Jose, CA 95118"
7820,447-28-026,"3620 Gavota Av San Jose, CA 95124"
7821,447-28-028,"1705 Hallmark Ln San Jose, CA 95124"
7822,447-28-031,"1711 Hallmark Ln San Jose, CA 95124"
7823,447-19-034,"1571 Shaw Dr San Jose, CA 95118"
7824,447-28-034,"1719 Hallmark Ln San Jose, CA 95124"
7825,447-28-038,"1731 Hallmark Ln San Jose, CA 95124"
7826,447-28-039,"1733 Hallmark Ln San Jose, CA 95124"
7827,447-28-042,"1741 Hallmark Ln San Jose, CA 95124"
7828,447-20-024,"1563 Willowmont Av San Jose, CA 95118"
7829,447-28-044,"1745 Hallmark Ln San Jose, CA 95124"
7830,447-28-045,"1749 Hallmark Ln San Jose, CA 95124"
7831,447-28-047,"1744 Silverwood Dr San Jose, CA 95124"
7832,447-28-048,"1742 Silverwood Dr San Jose, CA 95124"
7833,447-28-049,"1740 Silverwood Dr San Jose, CA 95124"
7834,434-17-088,"1540 Bird Av San Jose, CA 95125"
7835,447-28-057,"1720 Silverwood Dr San Jose, CA 95124"
7836,447-28-058,"1718 Silverwood Dr San Jose, CA 95124"
7837,447-28-060,"1712 Silverwood Dr San Jose, CA 95124"
7838,447-29-001,"1748 Hallmark Ln San Jose, CA 95124"
7839,447-29-002,"1744 Hallmark Ln San Jose, CA 95124"
7840,447-29-004,"1740 Hallmark Ln San Jose, CA 95124"
7841,447-29-008,"1730 Hallmark Ln San Jose, CA 95124"
7842,447-29-009,"1728 Hallmark Ln San Jose, CA 95124"
7843,447-29-010,"1724 Hallmark Ln San Jose, CA 95124"
7844,447-29-012,"1720 Hallmark Ln San Jose, CA 95124"
7845,447-29-014,"1714 Hallmark Ln San Jose, CA 95124"
7846,447-29-015,"1712 Hallmark Ln San Jose, CA 95124"
7847,447-28-043,"1743 Hallmark Ln San Jose, CA 95124"
7848,447-28-015,"3834 Gavota Av San Jose, CA 95124"
7849,447-29-018,"1706 Hallmark Ln San Jose, CA 95124"
7850,447-29-021,"1705 Lollie CT San Jose, CA 95124"
7851,447-29-023,"1713 Lollie CT San Jose, CA 95124"
7852,447-29-024,"1717 Lollie CT San Jose, CA 95124"
7853,447-29-030,"1704 Lollie CT San Jose, CA 95124"
7854,447-29-032,"1692 Lollie CT San Jose, CA 95124"
7855,447-29-033,"1688 Lollie CT San Jose, CA 95124"
7856,447-29-034,"1682 Lollie CT San Jose, CA 95124"
7857,447-30-003,"1770 Hallmark Ln San Jose, CA 95124"
7858,447-30-004,"1768 Hallmark Ln San Jose, CA 95124"
7859,447-30-008,"1760 Hallmark Ln San Jose, CA 95124"
7860,447-30-009,"1758 Hallmark Ln San Jose, CA 95124"
7861,447-30-016,"3855 Woodford Dr San Jose, CA 95124"
7862,447-30-017,"3869 Woodford Dr San Jose, CA 95124"
7863,447-30-021,"3929 Woodford Dr San Jose, CA 95124"
7864,447-30-027,"4181 Woodford Dr San Jose, CA 95124"
7865,447-30-029,"4176 Paladin Dr San Jose, CA 95124"
7866,447-30-030,"4154 Paladin Dr San Jose, CA 95124"
7867,447-30-031,"4132 Paladin Dr San Jose, CA 95124"
7868,447-30-032,"4110 Paladin Dr San Jose, CA 95124"
7869,447-30-035,"4046 Paladin Dr San Jose, CA 95124"
7870,447-30-036,"4024 Paladin Dr San Jose, CA 95124"
7871,447-30-038,"3982 Paladin Dr San Jose, CA 95124"
7872,447-30-039,"3960 Paladin Dr San Jose, CA 95124"
7873,447-30-040,"3950 Paladin Dr San Jose, CA 95124"
7874,447-30-042,"3934 Paladin Dr San Jose, CA 95124"
7875,447-30-047,"1751 Oakwood Av San Jose, CA 95124"
7876,447-30-048,"1753 Oakwood Av San Jose, CA 95124"
7877,447-30-049,"1755 Oakwood Av San Jose, CA 95124"
7878,447-30-051,"1759 Oakwood Av San Jose, CA 95124"
7879,447-30-052,"1761 Oakwood Av San Jose, CA 95124"
7880,447-30-057,"3909 Paladin Dr San Jose, CA 95124"
7881,447-30-061,"3941 Paladin Dr San Jose, CA 95124"
7882,447-30-062,"3949 Paladin Dr San Jose, CA 95124"
7883,447-30-063,"3959 Paladin Dr San Jose, CA 95124"
7884,447-30-064,"3981 Paladin Dr San Jose, CA 95124"
7885,447-30-065,"4003 Paladin Dr San Jose, CA 95124"
7886,447-30-070,"4040 LA Mesa Ln San Jose, CA 95124"
7887,447-30-071,"4028 LA Mesa Ln San Jose, CA 95124"
7888,447-30-075,"3978 LA Mesa Ln San Jose, CA 95124"
7889,447-30-079,"3940 LA Mesa Ln San Jose, CA 95124"
7890,447-30-080,"3928 LA Mesa Ln San Jose, CA 95124"
7891,447-30-081,"3916 LA Mesa Ln San Jose, CA 95124"
7892,447-30-082,"3906 LA Mesa Ln San Jose, CA 95124"
7893,447-28-025,"3638 Gavota Av San Jose, CA 95124"
7894,447-30-087,"3945 LA Mesa Ln San Jose, CA 95124"
7895,447-30-092,"3993 LA Mesa Ln San Jose, CA 95124"
7896,447-30-093,"4005 LA Mesa Ln San Jose, CA 95124"
7897,447-30-094,"4017 LA Mesa Ln San Jose, CA 95124"
7898,447-30-095,"4029 LA Mesa Ln San Jose, CA 95124"
7899,447-30-096,"4041 LA Mesa Ln San Jose, CA 95124"
7900,447-30-097,"4051 LA Mesa Ln San Jose, CA 95124"
7901,447-30-098,"4063 LA Mesa Ln San Jose, CA 95124"
7902,447-30-099,"4073 LA Mesa Ln San Jose, CA 95124"
7903,447-30-100,"4085 LA Mesa Ln San Jose, CA 95124"
7904,447-30-101,"4095 LA Mesa Ln San Jose, CA 95124"
7905,447-30-102,"1729 Ewer Dr San Jose, CA 95124"
7906,447-30-103,"1731 Ewer Dr San Jose, CA 95124"
7907,447-30-104,"1733 Ewer Dr San Jose, CA 95124"
7908,447-30-115,"4026 Ross Av San Jose, CA 95124"
7909,447-30-116,"4006 Ross Av San Jose, CA 95124"
7910,447-30-119,"3942 Ross Av San Jose, CA 95124"
7911,447-30-120,"3924 Ross Av San Jose, CA 95124"
7912,447-30-122,"3888 Ross Av San Jose, CA 95124"
7913,447-30-123,"3870 Ross Av San Jose, CA 95124"
7914,447-30-124,"3852 Ross Av San Jose, CA 95124"
7915,447-30-125,"4001 Woodford Dr San Jose, CA 95124"
7916,447-30-126,"4019 Woodford Dr San Jose, CA 95124"
7917,447-30-132,"4121 Woodford Dr San Jose, CA 95124"
7918,447-30-133,"4139 Woodford Dr San Jose, CA 95124"
7919,447-30-136,"3825 Woodford Dr San Jose, CA 95124"
7920,447-30-083,"3901 LA Mesa Ln San Jose, CA 95124"
7921,447-31-003,"1734 Ewer Dr San Jose, CA 95124"
7922,447-31-005,"1730 Ewer Dr San Jose, CA 95124"
7923,447-31-009,"1720 Ewer Dr San Jose, CA 95124"
7924,447-31-010,"1716 Ewer Dr San Jose, CA 95124"
7925,447-31-015,"1685 Liverpool Av San Jose, CA 95124"
7926,447-31-016,"1689 Liverpool Av San Jose, CA 95124"
7927,447-31-025,"4320 Marlowe Dr San Jose, CA 95124"
7928,447-31-026,"4316 Marlowe Dr San Jose, CA 95124"
7929,447-31-027,"4312 Marlowe Dr San Jose, CA 95124"
7930,447-31-028,"4308 Marlowe Dr San Jose, CA 95124"
7931,447-31-029,"4304 Marlowe Dr San Jose, CA 95124"
7932,447-31-031,"1705 Gladstone Av San Jose, CA 95124"
7933,447-31-032,"1707 Gladstone Av San Jose, CA 95124"
7934,447-31-037,"1721 Gladstone Av San Jose, CA 95124"
7935,447-31-039,"1716 Gladstone Av San Jose, CA 95124"
7936,447-31-042,"1708 Gladstone Av San Jose, CA 95124"
7937,447-31-043,"1706 Gladstone Av San Jose, CA 95124"
7938,447-31-045,"4319 Marlowe Dr San Jose, CA 95124"
7939,447-31-046,"1709 Andover Ln San Jose, CA 95124"
7940,447-31-048,"1717 Andover Ln San Jose, CA 95124"
7941,447-31-049,"4294 Ross Av San Jose, CA 95124"
7942,447-31-050,"4290 Ross Av San Jose, CA 95124"
7943,447-31-051,"4282 Ross Av San Jose, CA 95124"
7944,447-31-052,"4276 Ross Av San Jose, CA 95124"
7945,447-31-053,"4232 Ross Av San Jose, CA 95124"
7946,447-32-003,"4329 Faraday Dr San Jose, CA 95124"
7947,447-32-006,"4395 Faraday Dr San Jose, CA 95124"
7948,447-32-007,"4413 Faraday Dr San Jose, CA 95124"
7949,447-32-013,"1680 Faraday CT San Jose, CA 95124"
7950,447-32-015,"1675 Faraday CT San Jose, CA 95124"
7951,447-32-016,"1679 Faraday CT San Jose, CA 95124"
7952,447-32-018,"1687 Faraday CT San Jose, CA 95124"
7953,447-32-019,"1684 Andover Ln San Jose, CA 95124"
7954,447-32-020,"1682 Andover Ln San Jose, CA 95124"
7955,447-32-021,"1680 Andover Ln San Jose, CA 95124"
7956,447-32-032,"1678 Liverpool Av San Jose, CA 95124"
7957,447-32-033,"1676 Liverpool Av San Jose, CA 95124"
7958,447-32-036,"4359 Bloomfield Dr San Jose, CA 95124"
7959,447-32-039,"4457 Faraday Dr San Jose, CA 95124"
7960,447-32-040,"4465 Faraday Dr San Jose, CA 95124"
7961,447-32-041,"4473 Faraday Pl San Jose, CA 95124"
7962,447-32-042,"4481 Faraday Pl San Jose, CA 95124"
7963,447-32-043,"4489 Faraday Pl San Jose, CA 95124"
7964,447-32-044,"4497 Faraday Pl San Jose, CA 95124"
7965,447-32-052,"1685 Alby CT San Jose, CA 95124"
7966,447-32-053,"4456 Faraday Dr San Jose, CA 95124"
7967,447-32-054,"4448 Faraday Dr San Jose, CA 95124"
7968,447-32-055,"4444 Hendrix CT San Jose, CA 95124"
7969,447-33-021,"1663 Branham Ln San Jose, CA 95118"
7970,447-33-022,"1663 Branham Ln San Jose, CA 95118"
7971,447-34-001,"4280 Rondeau Dr San Jose, CA 95124"
7972,447-34-003,"4240 Rondeau Dr San Jose, CA 95124"
7973,447-34-004,"4220 Rondeau Dr San Jose, CA 95124"
7974,447-34-011,"1680 Milroy Pl San Jose, CA 95124"
7975,447-34-014,"1670 Milroy Pl San Jose, CA 95124"
7976,447-34-017,"1660 Milroy Pl San Jose, CA 95124"
7977,447-34-019,"1654 Milroy Pl San Jose, CA 95124"
7978,447-34-020,"1650 Milroy Pl San Jose, CA 95124"
7979,447-34-021,"1648 Milroy Pl San Jose, CA 95124"
7980,447-34-023,"1640 Milroy Pl San Jose, CA 95124"
7981,447-34-025,"1643 Salisbury Dr San Jose, CA 95124"
7982,447-34-030,"1657 Salisbury Dr San Jose, CA 95124"
7983,447-34-031,"1659 Salisbury Dr San Jose, CA 95124"
7984,447-34-032,"1663 Salisbury Dr San Jose, CA 95124"
7985,447-34-037,"4225 Bloomfield Dr San Jose, CA 95124"
7986,447-34-038,"4247 Bloomfield Dr San Jose, CA 95124"
7987,447-34-039,"4271 Bloomfield Dr San Jose, CA 95124"
7988,447-34-040,"4289 Bloomfield Dr San Jose, CA 95124"
7989,447-34-041,"4360 Bloomfield Dr San Jose, CA 95124"
7990,447-34-042,"4346 Bloomfield Dr San Jose, CA 95124"
7991,447-34-044,"4304 Bloomfield Dr San Jose, CA 95124"
7992,447-34-049,"4255 Hendrix WY San Jose, CA 95124"
7993,447-34-050,"4275 Hendrix WY San Jose, CA 95124"
7994,447-34-051,"4295 Hendrix WY San Jose, CA 95124"
7995,447-34-053,"4335 Hendrix WY San Jose, CA 95124"
7996,447-34-054,"4355 Hendrix WY San Jose, CA 95124"
7997,447-34-055,"4356 Hendrix WY San Jose, CA 95124"
7998,447-34-056,"4336 Hendrix WY San Jose, CA 95124"
7999,447-34-058,"4294 Hendrix WY San Jose, CA 95124"
8000,447-34-060,"4254 Hendrix WY San Jose, CA 95124"
8001,447-34-061,"4236 Hendrix WY San Jose, CA 95124"
8002,447-34-075,"1650 Salisbury Dr San Jose, CA 95124"
8003,447-34-088,"1660 Kirk CT San Jose, CA 95124"
8004,447-34-089,"1654 Kirk CT San Jose, CA 95124"
8005,447-34-090,"1648 Kirk CT San Jose, CA 95124"
8006,447-35-001,"1698 Forman Av San Jose, CA 95124"
8007,447-35-007,"1678 Forman Av San Jose, CA 95124"
8008,447-35-008,"1674 Forman Av San Jose, CA 95124"
8009,447-35-009,"1670 Forman Av San Jose, CA 95124"
8010,447-35-010,"1668 Forman Av San Jose, CA 95124"
8011,447-35-011,"1664 Forman Av San Jose, CA 95124"
8012,447-35-012,"1660 Forman Av San Jose, CA 95124"
8013,447-35-013,"1658 Forman Av San Jose, CA 95124"
8014,447-31-004,"1732 Ewer Dr San Jose, CA 95124"
8015,447-35-019,"1643 Milroy Pl San Jose, CA 95124"
8016,447-35-020,"1647 Milroy Pl San Jose, CA 95124"
8017,447-35-021,"1651 Milroy Pl San Jose, CA 95124"
8018,447-35-023,"1657 Milroy Pl San Jose, CA 95124"
8019,447-35-025,"1663 Milroy Pl San Jose, CA 95124"
8020,447-35-018,"1641 Milroy Pl San Jose, CA 95124"
8021,447-35-029,"1677 Milroy Pl San Jose, CA 95124"
8022,447-35-030,"1681 Milroy Pl San Jose, CA 95124"
8023,447-35-031,"1683 Milroy Pl San Jose, CA 95124"
8024,447-35-032,"1687 Milroy Pl San Jose, CA 95124"
8025,447-35-033,"1691 Milroy Pl San Jose, CA 95124"
8026,447-35-034,"1695 Milroy Pl San Jose, CA 95124"
8027,447-35-035,"1696 Noreen Dr San Jose, CA 95124"
8028,447-35-037,"1688 Noreen Dr San Jose, CA 95124"
8029,447-35-038,"1684 Noreen Dr San Jose, CA 95124"
8030,447-35-039,"1682 Noreen Dr San Jose, CA 95124"
8031,447-35-040,"1678 Noreen Dr San Jose, CA 95124"
8032,447-35-045,"1662 Noreen Dr San Jose, CA 95124"
8033,447-35-046,"1658 Noreen Dr San Jose, CA 95124"
8034,447-35-047,"1654 Noreen Dr San Jose, CA 95124"
8035,447-35-049,"1648 Noreen Dr San Jose, CA 95124"
8036,447-35-052,"1643 Forman Av San Jose, CA 95124"
8037,447-35-053,"1645 Forman Av San Jose, CA 95124"
8038,447-35-056,"1655 Forman Av San Jose, CA 95124"
8039,447-35-059,"1665 Forman Av San Jose, CA 95124"
8040,447-35-065,"1685 Forman Av San Jose, CA 95124"
8041,447-35-066,"1689 Forman Av San Jose, CA 95124"
8042,447-35-067,"1693 Forman Av San Jose, CA 95124"
8043,447-35-068,"1697 Forman Av San Jose, CA 95124"
8044,447-35-069,"4009 Rondeau Dr San Jose, CA 95124"
8045,447-35-071,"4047 Rondeau Dr San Jose, CA 95124"
8046,447-35-079,"4189 Rondeau Dr San Jose, CA 95124"
8047,447-35-080,"4180 Woodford Dr San Jose, CA 95124"
8048,447-35-082,"4140 Woodford Dr San Jose, CA 95124"
8049,447-35-087,"4054 Woodford Dr San Jose, CA 95124"
8050,447-36-003,"1633 Swangate WY San Jose, CA 95124"
8051,447-36-004,"1635 Swangate WY San Jose, CA 95124"
8052,447-36-005,"1637 Swangate WY San Jose, CA 95124"
8053,447-36-006,"1639 Swangate WY San Jose, CA 95124"
8054,447-36-007,"1641 Swangate WY San Jose, CA 95124"
8055,447-36-008,"1643 Swangate WY San Jose, CA 95124"
8056,447-36-010,"4451 Hollowgate Ln San Jose, CA 95124"
8057,447-36-011,"4457 Hollowgate Ln San Jose, CA 95124"
8058,447-36-012,"4463 Hollowgate Ln San Jose, CA 95124"
8059,447-36-013,"4469 Hollowgate Ln San Jose, CA 95124"
8060,447-36-014,"4475 Hollowgate Ln San Jose, CA 95124"
8061,447-36-015,"4481 Hollowgate Ln San Jose, CA 95124"
8062,447-36-018,"4499 Hollowgate Ln San Jose, CA 95124"
8063,447-36-026,"4561 Abbeygate CT San Jose, CA 95124"
8064,447-36-028,"4571 Abbeygate CT San Jose, CA 95124"
8065,447-36-029,"4575 Abbeygate CT San Jose, CA 95124"
8066,447-36-033,"4544 Abbeygate CT San Jose, CA 95124"
8067,447-36-034,"4540 Abbeygate CT San Jose, CA 95124"
8068,447-36-035,"1660 Tawnygate WY San Jose, CA 95124"
8069,447-36-037,"1656 Tawnygate WY San Jose, CA 95124"
8070,447-36-038,"1654 Tawnygate WY San Jose, CA 95124"
8071,447-36-040,"1650 Tawnygate WY San Jose, CA 95124"
8072,447-36-042,"1646 Tawnygate WY San Jose, CA 95124"
8073,447-36-043,"1644 Tawnygate WY San Jose, CA 95124"
8074,447-36-044,"1642 Tawnygate WY San Jose, CA 95124"
8075,447-36-045,"1640 Tawnygate WY San Jose, CA 95124"
8076,447-36-047,"1636 Tawnygate WY San Jose, CA 95124"
8077,447-36-052,"1641 Tawnygate WY San Jose, CA 95124"
8078,447-36-054,"1645 Tawnygate WY San Jose, CA 95124"
8079,447-36-056,"1649 Tawnygate WY San Jose, CA 95124"
8080,447-36-059,"1657 Tawnygate WY San Jose, CA 95124"
8081,447-36-060,"1659 Tawnygate WY San Jose, CA 95124"
8082,447-36-062,"1660 Swangate WY San Jose, CA 95124"
8083,447-36-063,"1658 Swangate WY San Jose, CA 95124"
8084,447-36-071,"4415 Kirk Rd San Jose, CA 95124"
8085,447-36-072,"4425 Kirk Rd San Jose, CA 95124"
8086,447-36-073,"4435 Kirk Rd San Jose, CA 95124"
8087,447-36-074,"4445 Kirk Rd San Jose, CA 95124"
8088,447-36-076,"4465 Kirk Rd San Jose, CA 95124"
8089,447-36-077,"4475 Kirk Rd San Jose, CA 95124"
8090,447-36-078,"4485 Kirk Rd San Jose, CA 95124"
8091,447-37-006,"4423 Hendrix CT San Jose, CA 95124"
8092,447-37-007,"4433 Hendrix CT San Jose, CA 95124"
8093,447-37-015,"4396 Hendrix WY San Jose, CA 95124"
8094,447-37-016,"4388 Hendrix WY San Jose, CA 95124"
8095,447-37-017,"4380 Hendrix WY San Jose, CA 95124"
8096,447-37-018,"4372 Hendrix WY San Jose, CA 95124"
8097,447-37-022,"4370 Bloomfield Dr San Jose, CA 95124"
8098,447-38-002,"1634 Wyndham Dr San Jose, CA 95124"
8099,447-38-003,"1638 Wyndham Dr San Jose, CA 95124"
8100,447-38-004,"4797 Calais CT San Jose, CA 95124"
8101,447-38-005,"4793 Calais CT San Jose, CA 95124"
8102,447-38-007,"1650 Wyndham Dr San Jose, CA 95124"
8103,447-38-010,"1662 Wyndham Dr San Jose, CA 95124"
8104,447-38-011,"4788 Mandrill CT San Jose, CA 95124"
8105,447-38-012,"4792 Mandrill CT San Jose, CA 95124"
8106,447-38-016,"4791 Mandrill CT San Jose, CA 95124"
8107,447-38-017,"4787 Mandrill CT San Jose, CA 95124"
8108,447-38-021,"4794 Canberra CT San Jose, CA 95124"
8109,447-38-022,"4798 Canberra CT San Jose, CA 95124"
8110,447-38-023,"4797 Canberra CT San Jose, CA 95124"
8111,447-38-027,"1699 Canberra Dr San Jose, CA 95124"
8112,447-38-028,"1697 Canberra Dr San Jose, CA 95124"
8113,447-38-029,"1695 Canberra Dr San Jose, CA 95124"
8114,447-38-037,"1686 Tupolo Dr San Jose, CA 95124"
8115,447-38-038,"1684 Tupolo Dr San Jose, CA 95124"
8116,447-38-039,"1682 Tupolo Dr San Jose, CA 95124"
8117,447-38-040,"1669 Wyndham Dr San Jose, CA 95124"
8118,447-38-041,"1667 Wyndham Dr San Jose, CA 95124"
8119,447-38-044,"1659 Wyndham Dr San Jose, CA 95124"
8120,447-38-050,"1635 Wyndham Dr San Jose, CA 95124"
8121,447-38-053,"1636 Klipspringer Dr San Jose, CA 95124"
8122,447-38-054,"1640 Klipspringer Dr San Jose, CA 95124"
8123,447-38-055,"1644 Klipspringer Dr San Jose, CA 95124"
8124,447-38-056,"1648 Klipspringer Dr San Jose, CA 95124"
8125,447-38-061,"1664 Klipspringer Dr San Jose, CA 95124"
8126,447-38-062,"1666 Klipspringer Dr San Jose, CA 95124"
8127,447-38-063,"1668 Klipspringer Dr San Jose, CA 95124"
8128,447-38-065,"1633 Klipspringer Dr San Jose, CA 95124"
8129,447-38-066,"1637 Klipspringer Dr San Jose, CA 95124"
8130,447-38-067,"1641 Klipspringer Dr San Jose, CA 95124"
8131,447-38-069,"1649 Klipspringer Dr San Jose, CA 95124"
8132,447-38-071,"1657 Klipspringer Dr San Jose, CA 95124"
8133,447-38-072,"1661 Klipspringer Dr San Jose, CA 95124"
8134,447-38-077,"1671 Klipspringer Dr San Jose, CA 95124"
8135,447-38-078,"1673 Klipspringer Dr San Jose, CA 95124"
8136,447-38-080,"1677 Klipspringer Dr San Jose, CA 95124"
8137,447-38-081,"1679 Klipspringer Dr San Jose, CA 95124"
8138,447-38-082,"1681 Klipspringer Dr San Jose, CA 95124"
8139,447-38-085,"1678 Tupolo Dr San Jose, CA 95124"
8140,447-38-088,"1672 Tupolo Dr San Jose, CA 95124"
8141,447-38-090,"1668 Tupolo Dr San Jose, CA 95124"
8142,447-38-093,"1662 Tupolo Dr San Jose, CA 95124"
8143,447-38-102,"1634 Tupolo Dr San Jose, CA 95124"
8144,447-38-103,"1630 Tupolo Dr San Jose, CA 95124"
8145,447-38-104,"1631 Tupolo Dr San Jose, CA 95124"
8146,447-38-105,"1635 Tupolo Dr San Jose, CA 95124"
8147,447-38-106,"1639 Tupolo Dr San Jose, CA 95124"
8148,447-38-108,"1647 Tupolo Dr San Jose, CA 95124"
8149,447-38-109,"1651 Tupolo Dr San Jose, CA 95124"
8150,447-38-110,"1655 Tupolo Dr San Jose, CA 95124"
8151,447-38-111,"1659 Tupolo Dr San Jose, CA 95124"
8152,447-38-112,"1663 Tupolo Dr San Jose, CA 95124"
8153,447-38-120,"1679 Tupolo Dr San Jose, CA 95124"
8154,447-38-121,"1681 Tupolo Dr San Jose, CA 95124"
8155,447-38-122,"1683 Tupolo Dr San Jose, CA 95124"
8156,447-38-124,"1687 Tupolo Dr San Jose, CA 95124"
8157,447-38-125,"1689 Tupolo Dr San Jose, CA 95124"
8158,447-38-126,"1691 Tupolo Dr San Jose, CA 95124"
8159,451-01-001,"1498 Blackstone Av San Jose, CA 95118"
8160,451-01-002,"1496 Blackstone Av San Jose, CA 95118"
8161,451-01-003,"1494 Blackstone Av San Jose, CA 95118"
8162,451-01-004,"1492 Blackstone Av San Jose, CA 95118"
8163,451-01-005,"1486 Blackstone Av San Jose, CA 95118"
8164,451-01-007,"1478 Blackstone Av San Jose, CA 95118"
8165,451-01-008,"1474 Blackstone Av San Jose, CA 95118"
8166,451-01-009,"1472 Blackstone Av San Jose, CA 95118"
8167,451-01-015,"1463 Hillsdale Av San Jose, CA 95118"
8168,451-01-018,"1471 Hillsdale Av San Jose, CA 95118"
8169,451-01-019,"1473 Hillsdale Av San Jose, CA 95118"
8170,451-01-021,"1481 Hillsdale Av San Jose, CA 95118"
8171,447-35-027,"1671 Milroy Pl San Jose, CA 95124"
8172,451-01-025,"1497 Hillsdale Av San Jose, CA 95118"
8173,451-01-034,"3008 Jarvis Av San Jose, CA 95118"
8174,451-01-040,"1466 Foxworthy Av San Jose, CA 95118"
8175,451-01-024,"1493 Hillsdale Av San Jose, CA 95118"
8176,451-01-043,"1461 Jeffery Av San Jose, CA 95118"
8177,451-01-044,"1463 Jeffery Av San Jose, CA 95118"
8178,451-01-045,"1465 Jeffery Av San Jose, CA 95118"
8179,451-01-046,"1469 Jeffery Av San Jose, CA 95118"
8180,451-01-047,"1471 Jeffery Av San Jose, CA 95118"
8181,451-01-048,"1473 Jeffery Av San Jose, CA 95118"
8182,451-01-049,"1477 Jeffery Av San Jose, CA 95118"
8183,451-01-050,"1481 Jeffery Av San Jose, CA 95118"
8184,451-01-052,"3051 Lowry Dr San Jose, CA 95118"
8185,451-01-053,"3063 Lowry Dr San Jose, CA 95118"
8186,451-01-058,"3133 Lowry Dr San Jose, CA 95118"
8187,451-01-059,"3147 Lowry Dr San Jose, CA 95118"
8188,451-01-060,"1482 Revere Av San Jose, CA 95118"
8189,451-01-061,"1478 Revere Av San Jose, CA 95118"
8190,451-01-062,"1474 Revere Av San Jose, CA 95118"
8191,451-01-063,"1472 Revere Av San Jose, CA 95118"
8192,451-01-064,"1470 Revere Av San Jose, CA 95118"
8193,451-01-065,"1466 Revere Av San Jose, CA 95118"
8194,451-01-066,"1464 Revere Av San Jose, CA 95118"
8195,451-01-067,"1462 Revere Av San Jose, CA 95118"
8196,451-01-068,"1461 Blackstone Av San Jose, CA 95118"
8197,451-01-069,"1463 Blackstone Av San Jose, CA 95118"
8198,451-01-074,"1477 Blackstone Av San Jose, CA 95118"
8199,451-01-075,"1479 Blackstone Av San Jose, CA 95118"
8200,451-01-077,"1478 Jeffery Av San Jose, CA 95118"
8201,451-01-078,"1474 Jeffery Av San Jose, CA 95118"
8202,451-01-093,"1492 Foxworthy Av San Jose, CA 95118"
8203,451-01-041,"1464 Foxworthy Av San Jose, CA 95118"
8204,451-01-096,"1480 Foxworthy Av San Jose, CA 95118"
8205,451-02-002,"1443 Hillsdale Av San Jose, CA 95118"
8206,451-02-004,"1449 Hillsdale Av San Jose, CA 95118"
8207,451-02-005,"1451 Hillsdale Av San Jose, CA 95118"
8208,451-02-006,"1453 Hillsdale Av San Jose, CA 95118"
8209,451-02-007,"1457 Hillsdale Av San Jose, CA 95118"
8210,451-02-008,"1458 Blackstone Av San Jose, CA 95118"
8211,451-02-015,"1441 Blackstone Av San Jose, CA 95118"
8212,451-02-017,"1445 Blackstone Av San Jose, CA 95118"
8213,451-02-019,"1451 Blackstone Av San Jose, CA 95118"
8214,451-02-020,"1453 Blackstone Av San Jose, CA 95118"
8215,451-02-021,"1457 Blackstone Av San Jose, CA 95118"
8216,451-02-024,"1452 Revere Av San Jose, CA 95118"
